SpecID	Species	H01_Marshes_and_reeds	H02_Moist_grassland	H03_Mesic_grassland	H04_Dry_grassland	H05_Herbal_grasslands	H06_Rural_areas	H07_Open_ground	H08_Shrubs_and_heath	H09_Dry_bushland	H10_Mesic_bushland	H11_Forest_margins	H12_Woodlands	H13_Subalpine_shrubs	H14_Subalpine_grassland	H15_Alpine_rocks	H16_Ponds_and_streams	H17_Dunes_and_beaches	H18_Lowland_rocky_habitats	H19_Rocks_and_walls	H20_Domestic_habitats	H21_Caves	H22_Ants	U01_Bushes_and_trees	U02_Dense_vegetation	U03_Ground_and_vegetation	U04_Ground_dwelling	U05_Subterranean	U06_Diurnal	U07_Diurnal_and_nocturnal	U08_Nocturnal	U09_Spring	U10_Summer	U11_Winter	RemarksHabitat
S09340	Acrotylus longipes	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09350	Acrotylus patruelis	-	-	-	x	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S09360	Bryodema gebleri	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09370	Bryodemella (Bryodemella) tuberculatum	-	-	-	x	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09380	Aiolopus puissanti	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S09390	Aiolopus simulatrix	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09400	Aiolopus strepens	x	-	-	x	x	x	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S09410	Aiolopus thalassinus	x	x	x	-	-	x	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09420	Epacromius coerulipes	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09430	Epacromius pulverulentus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09440	Epacromius tergestinus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09450	Paracinema tricolor	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S09460	Platypygius crassus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	x	-	-	x	x	-	.
S09470	Platypygius platypygius	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S09480	Locusta migratoria	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S09490	Oedaleus decorus	-	-	-	x	-	x	-	-	x	x	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09500	Psophus stridulus	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	x	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09510	Pyrgodera armata	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09520	Scintharista notabilis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09530	Celes variabilis	-	-	-	x	-	-	-	-	x	-	-	-	-	x	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09540	Mioscirtus wagneri	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	-	-	.
S09550	Oedipoda aurea	-	-	-	x	-	x	x	-	x	x	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09560	Oedipoda caerulescens	-	-	-	x	-	x	-	-	x	x	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09570	Oedipoda charpentieri	-	-	-	x	-	-	x	-	x	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09580	Oedipoda coerulea	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09590	Oedipoda cynthiae	-	-	-	x	-	-	x	-	x	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09600	Oedipoda fuscocincta	-	-	-	x	-	-	x	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09610	Oedipoda germanica	-	-	-	x	-	x	x	-	x	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09620	Oedipoda miniata	-	-	-	x	-	x	x	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S09630	Oedipoda schochii	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09640	Oedipoda venusta	-	-	-	x	-	x	x	-	x	x	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09650	Leptopternis gracilis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09660	Morphacris fasciata	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09670	Mecostethus parapleurus	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S09680	Stethophyma grossum	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S09690	Hyalorrhipis clausii	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09700	Pseudoceles obscurus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09710	Pseudoceles oedipodioides	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09720	Sphingoderus carinatus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09730	Sphingonotus (Neosphingonotus) almeriense	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09740	Sphingonotus (Neosphingonotus) azurescens	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09750	Sphingonotus (Neosphingonotus) morini	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09760	Sphingonotus (Neosphingonotus) nodulosus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09770	Sphingonotus (Neosphingonotus) pachecoi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09780	Sphingonotus (Sphingonotus) arenarius	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09790	Sphingonotus (Sphingonotus) caerulans	-	-	-	x	-	x	x	-	x	-	-	-	-	-	x	x	x	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09800	Sphingonotus (Sphingonotus) candidus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09810	Sphingonotus (Sphingonotus) coerulipes	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09820	Sphingonotus (Sphingonotus) corsicus	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09830	Sphingonotus (Sphingonotus) crivellarii	-	-	-	x	-	x	x	-	x	-	-	-	-	-	x	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09840	Sphingonotus (Sphingonotus) eurasius	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09850	Sphingonotus (Sphingonotus) gypsicola	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09860	Sphingonotus (Sphingonotus) halocnemi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09870	Sphingonotus (Sphingonotus) halophilus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09880	Sphingonotus (Sphingonotus) imitans	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09890	Sphingonotus (Sphingonotus) lluciapomaresi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09900	Sphingonotus (Sphingonotus) lusitanicus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09910	Sphingonotus (Sphingonotus) maculatus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09920	Sphingonotus (Sphingonotus) obscuratus	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09930	Sphingonotus (Sphingonotus) octofasciatus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09940	Sphingonotus (Sphingonotus) personatus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09950	Sphingonotus (Sphingonotus) rubescens	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09960	Sphingonotus (Sphingonotus) salinus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09970	Sphingonotus (Sphingonotus) savignyi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S09980	Sphingonotus (Sphingonotus) uvarovi	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S09990	Thalpomena algeriana	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10000	Pezotettix anatolica	-	-	-	x	x	x	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	x	-	-	x	x	-	.
S10010	Pezotettix giornae	-	-	x	x	x	x	-	x	x	x	x	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	x	-	-	x	x	x	.
S10020	Pezotettix lagoi	-	-	-	x	x	x	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	x	-	-	x	x	-	.
S10030	Tropidopola cylindrica	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	x	x	x	.
S10040	Tropidopola graeca	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S10050	Tropidopola longicornis	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S10060	Dericorys carthagenovae	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10070	Dericorys tibialis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10080	Euryparyphes bolivari	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10090	Euryparyphes laetus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10100	Euryparyphes terrulentus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10110	Nocaracris bulgaricus	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10120	Nocaracris cyanipes	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10130	Nocaracris istanbul	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10140	Nocaracris latipes	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10150	Nocaracris rimansonae	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10160	Nocaracris rubripes	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10170	Nocarodes daghestanicus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10180	Nocarodes geniculatus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10190	Paranocarodes chopardi	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10200	Paranocarodes fieberi	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	-	-	.
S10210	Paranocarodes straubei	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10220	Acinipe calabra	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10230	Acinipe comptei	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10240	Acinipe deceptoria	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10250	Acinipe eulaliae	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10260	Acinipe galvagnii	-	-	-	x	x	x	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	x	x	-	.
S10270	Acinipe hesperica	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10280	Acinipe ignatii	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10290	Acinipe mabillei	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10300	Acinipe paulinoi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10310	Acinipe perisi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10320	Acinipe segurensis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10330	Acinipe tibialis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10340	Eumigus ayresi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10350	Eumigus cucullatus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10360	Eumigus monticolus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10370	Eumigus punctatus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10380	Eumigus rubioi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10390	Kurtharzia nugatoria	-	-	-	x	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10400	Kurtharzia sulcata	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10410	Ocneridia nigropunctata	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10420	Ocnerodes brunneri	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10430	Ocnerodes fallaciosus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10440	Ocnerodes prosternalsi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10450	Ocnerodes soleri	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10460	Orchamus kaltenbachi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	x	-	-	.
S10470	Orchamus raulinii	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	x	-	-	.
S10480	Orchamus yersini	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10490	Pamphagus marmoratus	-	-	-	-	-	x	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10500	Pamphagus ortolaniae	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S10510	Pamphagus sardeus	-	-	-	x	-	-	-	x	x	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10520	Asiotmethis limbatus	-	-	-	x	-	x	-	x	x	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10530	Asiotmethis muricatus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10540	Asiotmethis tauricus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10550	Asiotmethis turritus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10560	Glyphanus obtusus	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10570	Glyphotmethis heldreichi	-	-	-	x	-	x	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10580	Prionotropis appula	-	-	-	x	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10590	Prionotropis azami	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10600	Prionotropis flexuosa	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	-	-	.
S10610	Prionotropis hystrix	-	-	-	x	x	-	-	-	x	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10620	Prionotropis rhodanica	-	-	-	x	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	x	-	-	.
S10630	Prionotropis willemsorum	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10640	Pyrgomorpha (Pyrgomorpha) bispinosa	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10650	Pyrgomorpha (Pyrgomorpha) cognata	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10660	Pyrgomorpha (Pyrgomorpha) conica	-	-	-	x	-	x	-	-	x	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S10670	Pyrgomorphula serbica	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10680	Paratettix meridionalis	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S10690	Tetrix bipunctata	-	-	x	x	x	x	-	x	-	-	x	-	-	x	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S10700	Tetrix bolivari	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S10710	Tetrix ceperoi	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S10720	Tetrix depressa	x	x	x	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S10730	Tetrix fuliginosa	-	x	x	-	-	x	-	x	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S10740	Tetrix kraussi	-	-	x	x	-	-	-	-	-	-	x	-	-	x	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S10750	Tetrix nodulosa	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10760	Tetrix subulata	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S10770	Tetrix tenuicornis	-	-	x	x	-	x	x	x	-	-	x	x	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S10780	Tetrix transsylvanica	-	-	x	x	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S10790	Tetrix tuerki	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S10800	Tetrix undulata	x	x	x	-	-	x	-	x	-	-	x	x	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	x	.
S10810	Bruntridactylus irremipes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	x	x	-	x	-	x	-	-	.
S10820	Bruntridactylus tartarus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10830	Asiotridactylus fasciatus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S10840	Xya iberica	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	x	x	-	x	-	x	x	x	.
S10850	Xya pfaendleri	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	x	x	-	x	-	x	x	x	.
S10860	Xya variegata	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	x	x	-	x	-	x	x	-	.
